date,category,time,location
Wednesday 26.06.2024,Hostile aircraft intrusion,02:21,Eilat
Today 25.06.2024,Missiles,19:39,Sufa
Today 25.06.2024,Missiles,15:00,Kerem Shalom
Today 25.06.2024,Hostile aircraft intrusion,14:20,Ramot Naftali
Today 25.06.2024,Hostile aircraft intrusion,14:19,Ramot Naftali
Today 25.06.2024,Hostile aircraft intrusion,14:19,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Today 25.06.2024,Hostile aircraft intrusion,14:19,Malkia
Today 25.06.2024,Hostile aircraft intrusion,14:19,Dishon
Today 25.06.2024,Hostile aircraft intrusion,14:12,Dishon
Today 25.06.2024,Missiles,14:12,Malkia
Today 25.06.2024,Hostile aircraft intrusion,14:12,Dishon
Today 25.06.2024,Hostile aircraft intrusion,14:11,Malkia
Today 25.06.2024,Missiles,13:51,Kerem Shalom
Yesterday 24.06.2024,Missiles,19:27,Kerem Shalom
Yesterday 24.06.2024,Missiles,18:53,"Tzuriel, Zivon, Peki'in, Hurfeish, Sdeh Meron School"
Yesterday 24.06.2024,Hostile aircraft intrusion,18:17,Kela
Yesterday 24.06.2024,Missiles,18:00,"Netiv HaAssara, Karmia, Zikim"
Yesterday 24.06.2024,Missiles,18:00,Mefalsim
Yesterday 24.06.2024,Missiles,17:59,Ashkelon - South
Yesterday 24.06.2024,Missiles,17:59,Ashkelon Southern Industrial Zone
Yesterday 24.06.2024,Missiles,15:29,Kerem Shalom
Yesterday 24.06.2024,Missiles,14:22,"Yevul, Dekel"
Yesterday 24.06.2024,Missiles,14:22,"Sdeh Avraham, Avshalom"
Yesterday 24.06.2024,Missiles,14:21,"Holit, Yated"
Sunday 23.06.2024,Missiles,17:23,Shlomit
Sunday 23.06.2024,Missiles,14:17,Ramot Naftali
Sunday 23.06.2024,Hostile aircraft intrusion,12:12,"Sdeh Eliezer, Amuka, Mishmar HaYarden, Yesud Hama'ala, Hulata, Gadot, Ayelet HaShachar"
Sunday 23.06.2024,Missiles,12:10,Dishon
Sunday 23.06.2024,Missiles,12:09,Dishon
Sunday 23.06.2024,Hostile aircraft intrusion,12:08,"Yir'on, Baram, Avivim"
Sunday 23.06.2024,Hostile aircraft intrusion,12:05,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Sunday 23.06.2024,Missiles,11:25,"Teradion Industrial Zone, Rakefet, Atzmon (Segev), Misgav Regional Center, Yuvalim"
Sunday 23.06.2024,Missiles,11:24,Manof
Sunday 23.06.2024,Missiles,11:24,"Shekhanya, Koranit, Kaukab Abu al-Hija"
Sunday 23.06.2024,Missiles,06:50,HaGoshrim
Sunday 23.06.2024,Missiles,06:49,Beit Hillel
Sunday 23.06.2024,Hostile aircraft intrusion,06:47,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Saturday 22.06.2024,Missiles,20:40,Metulla
Saturday 22.06.2024,Missiles,10:24,Sufa
Friday 21.06.2024,Hostile aircraft intrusion,14:21,"Sha'al, Kela"
Friday 21.06.2024,Hostile aircraft intrusion,14:15,"Sha'al, Kela"
Friday 21.06.2024,Missiles,14:02,Reim
Friday 21.06.2024,Hostile aircraft intrusion,13:43,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Friday 21.06.2024,Hostile aircraft intrusion,09:00,Ein HaShlosha
Thursday 20.06.2024,Missiles,23:12,"Malkia, Dishon"
Thursday 20.06.2024,Missiles,21:59,Ein HaShlosha
Thursday 20.06.2024,Missiles,15:37,Goren
Thursday 20.06.2024,Missiles,15:37,Gornot HaGalil
Thursday 20.06.2024,Missiles,14:29,Zarit
Thursday 20.06.2024,Missiles,14:29,Shomera
Thursday 20.06.2024,Missiles,14:29,Arab al-Aramshe
Thursday 20.06.2024,Missiles,14:29,Zarit
Wednesday 19.06.2024,Missiles,22:38,Kerem Shalom
Wednesday 19.06.2024,Missiles,21:00,Alumim
Wednesday 19.06.2024,Missiles,16:51,Netiv HaAssara
Wednesday 19.06.2024,Missiles,16:04,Shlomi
Wednesday 19.06.2024,Missiles,14:30,Kiryat Shmona
Wednesday 19.06.2024,Missiles,14:30,Margaliot
Wednesday 19.06.2024,Missiles,14:30,Kiryat Shmona
Wednesday 19.06.2024,Missiles,14:05,"Misgav Am, Kfar Giladi"
Wednesday 19.06.2024,Missiles,14:05,"Tel Hai, Kiryat Shmona"
Wednesday 19.06.2024,Missiles,13:59,Kerem Shalom
Wednesday 19.06.2024,Missiles,13:58,Kerem Shalom
Wednesday 19.06.2024,Missiles,13:57,Margaliot
Wednesday 19.06.2024,Missiles,13:56,Tel Hai
Wednesday 19.06.2024,Missiles,13:56,Kiryat Shmona
Wednesday 19.06.2024,Missiles,11:10,Nachal Oz
Wednesday 19.06.2024,Missiles,10:32,Kerem Shalom
Wednesday 19.06.2024,Missiles,09:28,"Shlomi, Betzet"
Wednesday 19.06.2024,Hostile aircraft intrusion,07:58,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Wednesday 19.06.2024,Hostile aircraft intrusion,07:34,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Wednesday 19.06.2024,Hostile aircraft intrusion,06:10,"Sufa, Nir Itzhak, Holit"
Tuesday 18.06.2024,Missiles,22:00,Sassa
Tuesday 18.06.2024,Missiles,21:25,"HaGoshrim, Kiryat Shmona, Beit Hillel"
Tuesday 18.06.2024,Missiles,19:32,Manara
Tuesday 18.06.2024,Missiles,19:25,Manara
Tuesday 18.06.2024,Hostile aircraft intrusion,19:14,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Tuesday 18.06.2024,Missiles,16:35,Kerem Shalom
Tuesday 18.06.2024,Missiles,16:33,Kerem Shalom
Tuesday 18.06.2024,Missiles,15:13,Metzuba
Tuesday 18.06.2024,Missiles,15:13,"Neveh Ziv, Manot"
Tuesday 18.06.2024,Missiles,15:12,"Shlomi, Metzuba"
Tuesday 18.06.2024,Hostile aircraft intrusion,15:12,"Avdon, Neveh Ziv, Manot"
Tuesday 18.06.2024,Missiles,15:11,Ya'ara
Tuesday 18.06.2024,Missiles,15:11,"Shlomi, Metzuba"
Tuesday 18.06.2024,Hostile aircraft intrusion,15:10,"Shlomi, Rosh HaNikra, Metzuba, Lehman, Betzet, Achziv Miluot Industrial Zone"
Tuesday 18.06.2024,Hostile aircraft intrusion,15:10,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Tuesday 18.06.2024,Hostile aircraft intrusion,12:18,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Tuesday 18.06.2024,Missiles,09:38,Kerem Shalom
Tuesday 18.06.2024,Missiles,02:39,Sufa
Monday 17.06.2024,Missiles,18:51,Kerem Shalom
Monday 17.06.2024,Missiles,05:56,Netiv HaAssara
Monday 17.06.2024,Missiles,01:40,Nirim
Sunday 16.06.2024,Missiles,03:21,Hila
Sunday 16.06.2024,Hostile aircraft intrusion,00:27,"Rehaniya, Alma, Malkia, Kerem Ben Zimra, Yir'on, Dalton, Dishon, Avivim"
Saturday 15.06.2024,Missiles,19:18,Kissufim
Saturday 15.06.2024,Missiles,14:27,Malkia
Saturday 15.06.2024,Missiles,14:06,"Talmei Yossef, Sdeh Avraham, Pri Gan, Sufa, Holit, Dekel"
Saturday 15.06.2024,Hostile aircraft intrusion,12:56,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Saturday 15.06.2024,Missiles,06:47,Zivon
Saturday 15.06.2024,Missiles,00:03,Kissufim
Friday 14.06.2024,Missiles,21:09,Metulla
Friday 14.06.2024,Missiles,21:09,Metulla
Friday 14.06.2024,Missiles,21:03,Nir- Um shooting range
Friday 14.06.2024,Missiles,19:30,Margaliot
Friday 14.06.2024,Missiles,18:45,Metulla
Friday 14.06.2024,Missiles,18:07,Shtula
Friday 14.06.2024,Missiles,17:52,"Yir'on, Dovev, Baram"
Friday 14.06.2024,Missiles,16:40,Margaliot
Friday 14.06.2024,Missiles,16:01,Ya'ara
Friday 14.06.2024,Missiles,16:01,Hanita
Friday 14.06.2024,Missiles,11:01,HaGoshrim
Friday 14.06.2024,Missiles,11:01,Kfar Szold
Friday 14.06.2024,Missiles,11:01,Shear Yeshuv
Friday 14.06.2024,Missiles,11:01,Metulla
Friday 14.06.2024,Missiles,11:01,HaGoshrim
Friday 14.06.2024,Missiles,11:01,"Ghajar, Misgav Am"
Friday 14.06.2024,Missiles,11:00,Kfar Szold
Friday 14.06.2024,Missiles,11:00,"Tel Hai, Kiryat Shmona, Kfar Giladi"
Friday 14.06.2024,Missiles,11:00,"Tel Hai, Margaliot, Kfar Giladi, Beit Hillel"
Friday 14.06.2024,Missiles,07:08,Kiryat Shmona
Friday 14.06.2024,Missiles,06:30,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 13.06.2024,Missiles,20:14,Ya'ara
Thursday 13.06.2024,Missiles,20:01,Netiv HaAssara
Thursday 13.06.2024,Hostile aircraft intrusion,20:01,"Ma'a lot Tarshicha, Mi'ilya, Maona, Kfar Vradim, Hossen, Hila"
Thursday 13.06.2024,Missiles,20:01,"Karmia, Zikim, Ashkelon Southern Industrial Zone"
Thursday 13.06.2024,Hostile aircraft intrusion,20:01,"Fassuta, Netua, Alkosh, Abirim"
Thursday 13.06.2024,Missiles,20:00,"Mishan, Beit Shikma"
Thursday 13.06.2024,Missiles,20:00,Nir- Um shooting range
Thursday 13.06.2024,Missiles,20:00,Mefalsim
Thursday 13.06.2024,Missiles,20:00,"Sderot, Ivim, Nir Am"
Thursday 13.06.2024,Missiles,19:29,Dovev
Thursday 13.06.2024,Hostile aircraft intrusion,16:56,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Hostile aircraft intrusion,16:54,"Buq'ata, El Rom, Odem"
Thursday 13.06.2024,Hostile aircraft intrusion,16:54,"Sha'al, Kela"
Thursday 13.06.2024,Hostile aircraft intrusion,16:52,"Ein Quiniyye, Nimrod, Neveh Ativ, Mas'ade, Majdal Shams"
Thursday 13.06.2024,Hostile aircraft intrusion,16:36,"Sdeh Eliezer, Amuka, Mishmar HaYarden, Yesud Hama'ala, Hulata, Gadot, Ayelet HaShachar"
Thursday 13.06.2024,Hostile aircraft intrusion,16:34,"Shamir, Sdeh Nechemia, Ramot Naftali, Amir, Neot Mordechai, Mevo'ot Hermon Regional Council, Malkia, Lehavot HaBashan, Kfar Szold, Kfar Blum, Iftach, Dishon, Gonen"
Thursday 13.06.2024,Missiles,16:34,Mevo'ot Hermon Regional Council
Thursday 13.06.2024,Hostile aircraft intrusion,14:58,"Rehaniya, Kadita, Alma, Safsufa (Kfar Hoshen), Kerem Ben Zimra, Dalton, Jish (Gush Halav), Bar Yochai, Ramat Dalton Industrial Zone, Or HaGanuz"
Thursday 13.06.2024,Hostile aircraft intrusion,14:56,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,14:55,"Rehaniya, Alma, Kerem Ben Zimra, Dalton, Jish (Gush Halav), Ramat Dalton Industrial Zone"
Thursday 13.06.2024,Hostile aircraft intrusion,14:30,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Thursday 13.06.2024,Hostile aircraft intrusion,14:28,"Sha'al, Kela"
Thursday 13.06.2024,Hostile aircraft intrusion,14:28,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Hostile aircraft intrusion,14:25,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,14:24,"Sdeh Eliezer, Amuka, Mishmar HaYarden, Yesud Hama'ala, Hulata, Gadot, Ayelet HaShachar"
Thursday 13.06.2024,Hostile aircraft intrusion,14:23,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Hostile aircraft intrusion,14:23,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Thursday 13.06.2024,Hostile aircraft intrusion,14:22,"Rehaniya, Alma, Malkia, Kerem Ben Zimra, Yir'on, Dishon, Avivim"
Thursday 13.06.2024,Missiles,14:21,Avivim
Thursday 13.06.2024,Missiles,14:21,Yir'on
Thursday 13.06.2024,Hostile aircraft intrusion,14:21,"Rehaniya, Alma, Kerem Ben Zimra, Dalton, Jish (Gush Halav), Ramat Dalton Industrial Zone"
Thursday 13.06.2024,Hostile aircraft intrusion,14:19,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,14:17,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Hostile aircraft intrusion,14:16,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Thursday 13.06.2024,Hostile aircraft intrusion,14:15,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna"
Thursday 13.06.2024,Hostile aircraft intrusion,14:14,"Sha'al, Kela"
Thursday 13.06.2024,Hostile aircraft intrusion,14:13,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Missiles,14:13,Snir
Thursday 13.06.2024,Hostile aircraft intrusion,14:13,"Sha'al, Kela"
Thursday 13.06.2024,Hostile aircraft intrusion,14:12,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,14:12,"Ein Quiniyye, Nimrod, Neveh Ativ, Mas'ade, Majdal Shams"
Thursday 13.06.2024,Hostile aircraft intrusion,14:11,"Sdeh Eliezer, Amuka, Mishmar HaYarden, Yesud Hama'ala, Hulata, Gadot, Ayelet HaShachar"
Thursday 13.06.2024,Missiles,14:11,"Rehaniya, Alma"
Thursday 13.06.2024,Missiles,14:09,Dishon
Thursday 13.06.2024,Hostile aircraft intrusion,14:09,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,14:08,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 13.06.2024,Hostile aircraft intrusion,14:07,"Katzrin, Katzrin - Industrial Area, Kidmat Zvi"
Thursday 13.06.2024,Hostile aircraft intrusion,14:07,"Yir'on, Baram, Avivim"
Thursday 13.06.2024,Hostile aircraft intrusion,14:06,"Safed, Biriyeh"
Thursday 13.06.2024,Missiles,14:01,"Katzrin, Kidmat Zvi"
Thursday 13.06.2024,Missiles,14:01,Katzrin - Industrial Area
Thursday 13.06.2024,Missiles,14:01,Katzrin
Thursday 13.06.2024,Missiles,13:56,"Mishmar HaYarden, Ayelet HaShachar"
Thursday 13.06.2024,Missiles,13:56,"Machanaim landing pad, Tzahar Industrial Zone"
Thursday 13.06.2024,Missiles,13:55,"Machanaim, Hatzor HaGlilit Industrial Zone"
Thursday 13.06.2024,Missiles,13:55,Sdeh Eliezer
Thursday 13.06.2024,Missiles,13:55,Ayelet HaShachar
Thursday 13.06.2024,Missiles,13:55,Tuba-Zangariyye
Thursday 13.06.2024,Missiles,13:55,"Machanaim landing pad, Tzahar Industrial Zone"
Thursday 13.06.2024,Hostile aircraft intrusion,13:31,"Safed, Biriyeh"
Thursday 13.06.2024,Hostile aircraft intrusion,13:19,"Yir'on, Baram, Avivim"
Thursday 13.06.2024,Hostile aircraft intrusion,13:04,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 13.06.2024,Missiles,12:26,"Tzuriel, Zivon, Peki'in, Hurfeish, Sdeh Meron School, Harashim, Har Chalutz, Beit Jann, Fassuta, Sassa, Netua, Matat, Dovev, Alkosh, Abirim"
Thursday 13.06.2024,Hostile aircraft intrusion,10:23,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 13.06.2024,Hostile aircraft intrusion,09:30,"Ramot Naftali, Mevo'ot Hermon Regional Council, Malkia, Iftach, Dishon"
Thursday 13.06.2024,Hostile aircraft intrusion,09:28,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Thursday 13.06.2024,Hostile aircraft intrusion,09:28,"Snir, Shear Yeshuv, Dan, Ghajar, HaGoshrim, Dafna, Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 13.06.2024,Hostile aircraft intrusion,07:57,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Thursday 13.06.2024,Missiles,06:05,Shtula
Thursday 13.06.2024,Missiles,06:05,Shtula
Thursday 13.06.2024,Missiles,05:04,"Klil, Yechiam"
Wednesday 12.06.2024,Missiles,20:59,"Nir- Um shooting range, Mefalsim"
Wednesday 12.06.2024,Hostile aircraft intrusion,20:48,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Wednesday 12.06.2024,Missiles,20:47,"Tel Hai, Kiryat Shmona"
Wednesday 12.06.2024,Hostile aircraft intrusion,20:47,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Wednesday 12.06.2024,Missiles,18:33,Lehavot HaBashan
Wednesday 12.06.2024,Missiles,17:32,Shlomi
Wednesday 12.06.2024,Missiles,14:09,Malkia
Wednesday 12.06.2024,Missiles,12:55,"Zivon, Sdeh Meron School, Sassa, Dovev"
Wednesday 12.06.2024,Hostile aircraft intrusion,12:20,"Avdon, Neveh Ziv, Manot"
Wednesday 12.06.2024,Missiles,12:19,Ya'ara
Wednesday 12.06.2024,Hostile aircraft intrusion,12:18,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Wednesday 12.06.2024,Missiles,12:18,"Ya'ara, Idmit"
Wednesday 12.06.2024,Hostile aircraft intrusion,12:00,Biriyeh
Wednesday 12.06.2024,Hostile aircraft intrusion,11:53,"Rehaniya, Alma, Kerem Ben Zimra, Dalton, Jish (Gush Halav), Ramat Dalton Industrial Zone"
Wednesday 12.06.2024,Missiles,11:53,Dovev
Wednesday 12.06.2024,Missiles,11:53,Baram
Wednesday 12.06.2024,Hostile aircraft intrusion,11:52,"Yir'on, Baram, Avivim"
Wednesday 12.06.2024,Hostile aircraft intrusion,11:50,"Tzuriel, Zivon, Peki'in, Hurfeish, Sdeh Meron School"
Wednesday 12.06.2024,Missiles,11:01,Zarit
Wednesday 12.06.2024,Missiles,11:01,Zarit
Wednesday 12.06.2024,Missiles,11:00,Zarit
Wednesday 12.06.2024,Missiles,10:31,Netua
Wednesday 12.06.2024,Missiles,10:31,Shtula
Wednesday 12.06.2024,Missiles,10:02,"Rehaniya, Alma, Kerem Ben Zimra, Dalton, Ramat Dalton Industrial Zone"
Wednesday 12.06.2024,Missiles,10:02,"Ein al-Asad, Beit Jann, Safsufa (Kfar Hoshen)"
Wednesday 12.06.2024,Missiles,10:02,Meron
Wednesday 12.06.2024,Missiles,10:01,Matat
Wednesday 12.06.2024,Missiles,10:01,"Dovev, Zivon"
Wednesday 12.06.2024,Missiles,10:01,Sdeh Meron School
Wednesday 12.06.2024,Missiles,10:01,Shefer
Wednesday 12.06.2024,Missiles,10:01,Kadita
Wednesday 12.06.2024,Missiles,10:01,Sassa
Wednesday 12.06.2024,Missiles,10:01,Bar Yochai
Wednesday 12.06.2024,Missiles,10:01,"Jish (Gush Halav), Or HaGanuz"
Wednesday 12.06.2024,Missiles,10:01,"Safsufa (Kfar Hoshen), Merom Hagalil Regional Council"
Wednesday 12.06.2024,Missiles,10:01,"Matat, Alkosh"
Wednesday 12.06.2024,Missiles,10:01,Hurfeish
Wednesday 12.06.2024,Missiles,10:01,"Meron, Kfar Shamai"
Wednesday 12.06.2024,Missiles,10:00,"Zivon, Sdeh Meron School"
Wednesday 12.06.2024,Missiles,10:00,Sassa
Wednesday 12.06.2024,Missiles,10:00,Dovev
Wednesday 12.06.2024,Missiles,10:00,Zivon
Wednesday 12.06.2024,Missiles,10:00,Sassa
Wednesday 12.06.2024,Missiles,09:02,"Amuka, Rosh Pinna, Hatzor HaGlilit, Biriyeh"
Wednesday 12.06.2024,Missiles,09:02,Safed
Wednesday 12.06.2024,Missiles,09:02,Kadita
Wednesday 12.06.2024,Missiles,09:01,"Safed, Elifelet"
Wednesday 12.06.2024,Missiles,09:01,"Korazim Vered HaGalil, Amiad"
Wednesday 12.06.2024,Missiles,09:01,Amuka
Wednesday 12.06.2024,Missiles,09:01,Rosh Pinna
Wednesday 12.06.2024,Missiles,09:01,"Machanaim landing pad, Hatzor HaGlilit, Tzahar Industrial Zone, Hatzor HaGlilit Industrial Zone"
Wednesday 12.06.2024,Missiles,09:01,Ramat Dalton Industrial Zone
Wednesday 12.06.2024,Missiles,09:00,Amnon
Wednesday 12.06.2024,Missiles,09:00,Kadita
Wednesday 12.06.2024,Missiles,09:00,"Rehaniya, Alma, Dalton"
Wednesday 12.06.2024,Missiles,09:00,"Poria - Neve Oved, Migdal, Kahal, Ginosar, Elifelet"
Wednesday 12.06.2024,Missiles,09:00,"Safed, Biriyeh"
Wednesday 12.06.2024,Missiles,09:00,"Sassa, Dovev"
Wednesday 12.06.2024,Missiles,09:00,"Amiad, Korazim Vered HaGalil"
Wednesday 12.06.2024,Missiles,09:00,Rosh Pinna
Wednesday 12.06.2024,Missiles,09:00,"Kfar Manda, Hanaton, Bir al-Maksur"
Wednesday 12.06.2024,Missiles,09:00,"Safsufa (Kfar Hoshen), Merom Hagalil Regional Council, Bar Yochai, Or HaGanuz"
Wednesday 12.06.2024,Missiles,09:00,"Kerem Ben Zimra, Jish (Gush Halav)"
Wednesday 12.06.2024,Missiles,09:00,Ramat Dalton Industrial Zone
Wednesday 12.06.2024,Missiles,09:00,"Dalton, Kadita"
Wednesday 12.06.2024,Missiles,09:00,"Safed, Biriyeh"
Wednesday 12.06.2024,Missiles,08:59,"Amnon, Elifelet, Amiad, Korazim Vered HaGalil"
Wednesday 12.06.2024,Missiles,08:59,"Kvutzat Kinneret, Moshavat Kinneret, Degania Bet, Degania Alef, Beit Yerach, Tiberias"
Wednesday 12.06.2024,Missiles,08:58,Kadita
Wednesday 12.06.2024,Missiles,08:58,"Safed, Biriyeh, Dalton, Ramat Dalton Industrial Zone"
Tuesday 11.06.2024,Missiles,21:10,Lehman
Tuesday 11.06.2024,Missiles,21:10,Achziv Miluot Industrial Zone
Tuesday 11.06.2024,Missiles,21:09,"Shlomi, Betzet"
Tuesday 11.06.2024,Missiles,21:09,Lehman
Tuesday 11.06.2024,Missiles,21:09,Achziv Miluot Industrial Zone
Tuesday 11.06.2024,Missiles,21:07,"Shomera, Arab al-Aramshe, Zarit"
Tuesday 11.06.2024,Missiles,21:05,"Shomera, Arab al-Aramshe, Zarit"
Tuesday 11.06.2024,Missiles,20:26,Beit Hillel
Tuesday 11.06.2024,Missiles,20:26,"Sdeh Nechemia, Neot Mordechai, Kiryat Shmona"
Tuesday 11.06.2024,Missiles,20:26,"Amir, Kfar Blum"
Tuesday 11.06.2024,Missiles,18:27,Nachal Oz
Tuesday 11.06.2024,Missiles,16:39,"Shomera, Zarit"
Tuesday 11.06.2024,Missiles,16:37,Zarit
Tuesday 11.06.2024,Hostile aircraft intrusion,13:54,"Arab al-Aramshe, Ya'ara, Hanita, Gornot HaGalil, Goren, Eilon, Idmit"
Tuesday 11.06.2024,Missiles,13:52,Arab al-Aramshe
Tuesday 11.06.2024,Missiles,10:02,Katzrin - Industrial Area
Tuesday 11.06.2024,Missiles,10:02,"Katzrin, Kidmat Zvi"
Tuesday 11.06.2024,Missiles,10:01,Katzrin - Industrial Area
Tuesday 11.06.2024,Missiles,10:01,Iftach
Tuesday 11.06.2024,Missiles,10:01,"Mishmar HaYarden, Gadot"
Tuesday 11.06.2024,Missiles,10:00,Ramot Naftali
Tuesday 11.06.2024,Missiles,10:00,Ayelet HaShachar
Tuesday 11.06.2024,Missiles,10:00,"Mishmar HaYarden, Gadot"
Tuesday 11.06.2024,Missiles,09:59,Kfar HaNassi
Tuesday 11.06.2024,Missiles,09:51,Haifa - West
Tuesday 11.06.2024,Missiles,09:06,"Shtula, Fassuta, Netua, Alkosh, Even Menachem"
Tuesday 11.06.2024,Missiles,09:05,"Fassuta, Netua, Alkosh"
Tuesday 11.06.2024,Missiles,09:04,"Fassuta, Netua"
Tuesday 11.06.2024,Missiles,07:12,Ein HaShlosha
Monday 10.06.2024,Hostile aircraft intrusion,21:50,"Sha'al, Kela"
Monday 10.06.2024,Missiles,19:43,Sha'al
Monday 10.06.2024,Hostile aircraft intrusion,19:43,"Ein Zivan, Merom Golan, Alonei HaBashan, Ortal"
Monday 10.06.2024,Hostile aircraft intrusion,19:41,"Sha'al, Kela"
Monday 10.06.2024,Missiles,19:13,"Regba, Mazra'a, Shavei Zion, Evron, Nahariya"
Monday 10.06.2024,Missiles,18:01,Kfar Yuval
Monday 10.06.2024,Missiles,18:00,Metulla
Monday 10.06.2024,Missiles,17:45,Kiryat Shmona
Monday 10.06.2024,Missiles,17:21,Gonen
Monday 10.06.2024,Missiles,17:20,"HaGoshrim, Beit Hillel"
Monday 10.06.2024,Missiles,17:20,"Ma'ayan Baruch, Kfar Yuval"
Monday 10.06.2024,Hostile aircraft intrusion,15:34,Sha'al
Monday 10.06.2024,Hostile aircraft intrusion,15:34,"Ein Zivan, Merom Golan, Alonei HaBashan, Ortal"
Monday 10.06.2024,Hostile aircraft intrusion,15:31,"Sha'al, Kela, Buq'ata, El Rom, Odem"
Monday 10.06.2024,Hostile aircraft intrusion,15:29,"Ein Quiniyye, Nimrod, Neveh Ativ, Mas'ade, Majdal Shams"
Monday 10.06.2024,Hostile aircraft intrusion,15:26,Sha'al
Monday 10.06.2024,Hostile aircraft intrusion,15:12,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Monday 10.06.2024,Hostile aircraft intrusion,14:30,Sha'al
Monday 10.06.2024,Hostile aircraft intrusion,14:25,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Monday 10.06.2024,Missiles,14:20,"Sdeh Avraham, Yated, Holit, Dekel"
Monday 10.06.2024,Hostile aircraft intrusion,13:20,"Shamir, Sdeh Nechemia, Amir, Neot Mordechai, Lehavot HaBashan, Kfar Szold, Kfar Blum, Gonen"
Monday 10.06.2024,Hostile aircraft intrusion,13:15,"Tel Hai, Kiryat Shmona, Misgav Am, Margaliot, Ma'ayan Baruch, Manara, Metulla, Kfar Yuval , Kfar Giladi, Beit Hillel"
Monday 10.06.2024,Hostile aircraft intrusion,12:43,Nahariya
Monday 10.06.2024,Hostile aircraft intrusion,12:39,Sheikh Danun
Monday 10.06.2024,Hostile aircraft intrusion,12:39,"Ein Yacov, Cabri, Yechiam, Ga'aton"
